영화명,감독,제작사,배급사,개봉일,국적,전국 스크린수,전국 매출액,전국 관객수,장르,등급,영화구분
CJ7:장강7호,주성치,,㈜스튜디오이쩜영,2008-08,기타,234.0,1955693500.0,312576.0,SF,전체관람가,일반영화
프리 가이,숀 레비,21 랩스 엔터테인먼트,월트디즈니컴퍼니코리아 유한책임회사,2021-08,미국,750.0,3119899670.0,312564.0,액션,12세이상관람가,일반영화
비행기 2: 소방구조대,로버츠 개너웨이,디즈니툰 스튜디오,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014-08,미국,341.0,2246970700.0,311456.0,애니메이션,전체관람가,일반영화
쇼퍼홀릭,P.J. 호건,터치스톤 픽쳐스,한국소니픽쳐스릴리징브에나비스타영화㈜,2009-03,미국,180.0,2103939884.0,311274.0,코미디,12세이상관람가,일반영화
트루스 오어 데어,제프 와드로,블룸하우스 프로덕션스,유니버설픽쳐스인터내셔널 코리아(유),2018-05,미국,530.0,2647330400.0,310956.0,공포(호러),15세이상관람가,일반영화
게이머,브라이언 테일러마크 네빌딘,라이온스 게이트 필름즈,(주)시너지하우스 (시너지),2009-10,미국,262.0,2380275031.0,310548.0,액션,청소년관람불가,일반영화
주피터 어센딩,라나 워쇼스키릴리 워쇼스키,빌리지 로드쇼 픽처스,워너브러더스 코리아(주),2015-02,미국,561.0,2685741879.0,309729.0,SF,12세이상관람가,일반영화
더 스파이,도미닉 쿡,,TCO(주)더콘텐츠온(주)제이앤씨미디어그룹,2021-04,미국,710.0,2844155830.0,308545.0,스릴러,15세이상관람가,일반영화
위대한 소원,남대중,주식회사 브레인샤워,(주)넥스트엔터테인먼트월드(NEW),2016-04,한국,524.0,2438260213.0,308180.0,코미디,15세이상관람가,일반영화
주온-원혼의 부활,아사토 마리미야케 류타,토에이 비디오 컴퍼니,(주)쇼박스,2009-07,일본,145.0,2133345728.0,308057.0,공포(호러),15세이상관람가,일반영화
가디언의 전설,잭 스나이더,워너 브러더스 픽쳐스,워너브러더스 코리아(주),2010-10,미국,268.0,2655721096.0,307217.0,애니메이션,전체관람가,일반영화
빌리와 용감한 녀석들 2,닉힐 아드바니,,(주)에스비에스콘텐츠허브,2013-02,기타,289.0,2006325000.0,306837.0,애니메이션,전체관람가,일반영화
강릉,윤영빈,(주)아센디오(주)본팩토리(주)데이드림엔터테인먼트(유)조이앤시네마,(주)스튜디오 산타클로스엔터테인먼트(주)아센디오(주)제이앤씨미디어그룹,2021-11,한국,761.0,3175724270.0,306809.0,범죄,청소년관람불가,일반영화
덕구,방수인,(주)영화사두둥(주)빅오션이엔엠,플러스엠 엔터테인먼트,2018-04,한국,544.0,2320819700.0,306126.0,드라마,전체관람가,일반영화
개를 훔치는 완벽한 방법,김성호,(주)삼거리픽쳐스,(주)리틀빅픽쳐스(주)대명문화공장,2014-12,한국,205.0,2327822465.0,306119.0,드라마,전체관람가,독립/예술영화
예스터데이,대니 보일,,유니버설픽쳐스인터내셔널 코리아(유),2019-09,미국,816.0,2572745100.0,305504.0,드라마,12세이상관람가,일반영화
패딩턴,폴 킹,,롯데쇼핑㈜롯데엔터테인먼트,2015-01,영국,408.0,2246424729.0,305100.0,코미디,전체관람가,일반영화
포켓몬 더 무비 XY 후파: 광륜의 초마신,유야마 쿠니히코,쇼가쿠칸 슈에이샤 프로덕션,(주)이수C&E,2015-12,일본,360.0,2156275800.0,300477.0,애니메이션,전체관람가,일반영화
빌리와 용감한 녀석들 3D,라인하드 클루스호거 태프,,(주)에스비에스콘텐츠허브,2012-08,독일,241.0,1961238000.0,299434.0,애니메이션,전체관람가,일반영화
프랑켄슈타인: 불멸의 영웅,스튜어트 베티,,(주)쇼박스,2014-02,미국,378.0,2174134123.0,298983.0,액션,12세이상관람가,일반영화
오즈의 마법사: 돌아온 도로시,윌 핀댄 세인트 피에르,,(주)박수엔터테인먼트,2015-02,미국,330.0,2175321000.0,298298.0,애니메이션,전체관람가,독립/예술영화
위험한 관계,허진호,,(주)씨제이이엔엠,2012-10,한국,334.0,2122666230.0,298086.0,멜로/로맨스,청소년관람불가,일반영화
스포트라이트,토마스 맥카시,,(주)팝엔터테인먼트,2016-02,미국,320.0,2390611755.0,297944.0,드라마,15세이상관람가,일반영화
구스범스,롭 레터맨,,유니버설픽쳐스인터내셔널 코리아(유),2016-01,미국,515.0,2221639712.0,297356.0,액션,12세이상관람가,일반영화
로렉스,크리스 리노드카일 발다,,유니버설픽쳐스인터내셔널 코리아(유),2012-05,미국,463.0,2140045000.0,297025.0,애니메이션,전체관람가,일반영화
모모와 다락방의 수상한 요괴들,오키우라 히로유키,프로덕션 I.G.,타임스토리그룹(주),2012-07,일본,253.0,1957612000.0,295189.0,애니메이션,전체관람가,일반영화
포인트 브레이크,에릭슨 코어,알콘 엔터테인먼트,(주)시네마서비스(주)나이너스엔터테인먼트,2016-01,미국,409.0,2323707051.0,294320.0,범죄,15세이상관람가,일반영화
극장판 포켓몬스터 베스트 위시 「비크티니와 흑의 영웅 제크로무」,유야마 쿠니히코,,(주)씨제이이엔엠,2011-12,일본,226.0,1997384500.0,293787.0,애니메이션,전체관람가,일반영화
미성년,김윤석,(주)영화사레드피터(주)스튜디오 산타클로스엔터테인먼트,(주)쇼박스,2019-04,한국,673.0,2493769950.0,293258.0,드라마,15세이상관람가,일반영화
이스케이프 플랜,미카엘 하프스트롬,,판씨네마(주),2013-12,미국,287.0,2105280679.0,292655.0,액션,청소년관람불가,일반영화
베스트 키드,해럴드 즈워트,콜럼비아 픽쳐스 필름 프로덕션,한국소니픽쳐스릴리징브에나비스타영화㈜,2010-06,미국,259.0,2066507505.0,292529.0,가족,12세이상관람가,일반영화
러브 로지,크리스티안 디터,라이언스게이트,(주)넥스트엔터테인먼트월드(NEW),2014-12,영국,379.0,2225917646.0,292430.0,코미디,15세이상관람가,일반영화
더 그레이,조 카나한,,(주)팝파트너스,2012-02,미국,298.0,2198959500.0,292217.0,액션,15세이상관람가,일반영화
에이리언 VS 프레데터2,콜린 스트라우스그레그 스트라우스,,이십세기폭스필름코퍼레이션,2008-01,미국,158.0,1869409000.0,291685.0,SF,15세이상관람가,일반영화
호우시절,허진호,판씨네마(주),(주)넥스트엔터테인먼트월드(NEW),2009-10,한국,334.0,2165019514.0,291143.0,멜로/로맨스,15세이상관람가,일반영화
미드나잇 미트 트레인,기타무라 류헤이,레이크쇼어 엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2008-08,미국,191.0,1965440000.0,290334.0,공포(호러),청소년관람불가,일반영화
앨빈과 슈퍼밴드: 악동 어드벤처,월트 벡커,폭스 2000 픽처스,이십세기폭스코리아(주),2016-02,미국,380.0,2101036200.0,289645.0,애니메이션,전체관람가,일반영화
런 올 나이트,자움 콜렛 세라,버티고 엔터테인먼트,워너브러더스 코리아(주),2015-03,미국,411.0,2293671495.0,289534.0,액션,청소년관람불가,일반영화
파이널 데스티네이션 4,데이빗 엘리슨,,워너브러더스 코리아(주),2009-10,미국,216.0,2309480475.0,289117.0,공포(호러),청소년관람불가,일반영화
천로역정: 천국을 찾아서,로버트 페르난데스,Cat In The Mill Studio,(재)CBS주식회사 마운틴픽쳐스,2019-06,미국,381.0,2146343510.0,288774.0,애니메이션,전체관람가,독립/예술영화
배심원들,홍승완,반짝반짝영화사(주),CGV아트하우스,2019-05,한국,784.0,2303130090.0,288113.0,드라마,12세이상관람가,일반영화
혼숨,이두환,(주)무비스퀘어,(주)프레인글로벌,2016-10,한국,498.0,2258422445.0,288016.0,공포(호러),15세이상관람가,일반영화
기방도령,남대중,주식회사 브레인샤워(주)제이와이피픽쳐스,판씨네마(주),2019-07,한국,625.0,2327760190.0,286806.0,코미디,15세이상관람가,일반영화
1724 기방난동사건,여균동,(주)싸이더스,(주)싸이더스,2008-12,한국,337.0,1886195121.0,286657.0,사극,15세이상관람가,일반영화
커뮤터,자움 콜렛 세라,스튀디오카날,플러스엠 엔터테인먼트,2018-01,영국,575.0,2286590955.0,286042.0,액션,15세이상관람가,일반영화
신데렐라:마법 반지의 비밀,린 사우더랜드,,예지림엔터테인먼트,2019-02,미국,575.0,2113630240.0,284755.0,애니메이션,전체관람가,일반영화
88분,존 애브넛,,(주)프라임엔터테인먼트,2008-05,미국,199.0,1863411167.0,284619.0,드라마,15세이상관람가,일반영화
후드,오토 바서스트,,(주)이수C&E,2018-11,미국,628.0,2203434149.0,284601.0,어드벤처,12세이상관람가,일반영화
런,아니쉬 차간티,,(주)올스타엔터테인먼트,2020-11,미국,799.0,2608259370.0,284141.0,미스터리,15세이상관람가,일반영화
네버엔딩 스토리,정용주,아일랜드픽처스(주),(주)화앤담이엔티,2012-01,한국,269.0,2106823000.0,283449.0,코미디,15세이상관람가,일반영화
다이노 타임,최윤석존 카프카,주식회사 토이온,(주)씨제이이엔엠,2015-04,한국,430.0,2099683100.0,283300.0,애니메이션,전체관람가,일반영화
인서전트,로베르트 슈벤트케,,롯데쇼핑㈜롯데엔터테인먼트,2015-03,미국,480.0,2158449889.0,282662.0,SF,15세이상관람가,일반영화
포켓몬 더 무비 XY&Z 「볼케니온 : 기계왕국의 비밀」,유야마 쿠니히코,쇼가쿠칸 슈에이샤 프로덕션,(주)이수C&E,2016-12,일본,480.0,2147083300.0,282419.0,애니메이션,전체관람가,일반영화
프레데터스,님로드 안탈,투엔티쓰 센츄리-폭스 필름 코퍼레이션,이십세기폭스코리아(주),2010-08,미국,230.0,2025850507.0,281642.0,액션,15세이상관람가,일반영화
오큘러스,마이크 플래너건,,씨네그루(주)다우기술,2014-05,미국,336.0,2122466537.0,279488.0,미스터리,15세이상관람가,일반영화
극장판 안녕 자두야,손석우,아툰즈(주)씨제이이엔엠,(주)씨제이이엔엠,2016-05,한국,523.0,2124832300.0,278914.0,애니메이션,전체관람가,일반영화
사랑에 대한 모든 것,제임스 마쉬,워킹 타이틀 필름스,유니버설픽쳐스인터내셔널 코리아(유),2014-12,미국,399.0,2162660589.0,278015.0,멜로/로맨스,12세이상관람가,일반영화
원스 어폰 어 타임... 인 할리우드,쿠엔틴 타란티노,컬럼비아 픽처스,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2019-09,미국,678.0,2269807670.0,277319.0,드라마,청소년관람불가,일반영화
드래그 미 투 헬,샘 레이미,2009년,㈜케이디미디어,2009-06,미국,242.0,1873729372.0,277224.0,공포(호러),15세이상관람가,일반영화
존 윅 - 리로드,채드 스타헬스키,,와이드 릴리즈(주)(주)제이앤씨미디어그룹,2017-02,미국,250.0,2205582600.0,276379.0,액션,청소년관람불가,일반영화
우리는 동물원을 샀다,카메론 크로우,,이십세기폭스코리아(주),2012-01,미국,235.0,1993190500.0,276334.0,가족,전체관람가,일반영화
스트리트 킹,데이비드 에이어,,이십세기폭스코리아(주),2008-04,미국,242.0,1781772500.0,274628.0,범죄,청소년관람불가,일반영화
눈의 여왕,블라드 바르베막심 스베쉬니코브,,(주)넥스트엔터테인먼트월드(NEW),2013-02,러시아,316.0,1823299000.0,274229.0,애니메이션,전체관람가,일반영화
마지막 선물,김영준,(주)태원엔터테인먼트,(주)쇼박스,2008-02,한국,263.0,1748517833.0,272890.0,드라마,15세이상관람가,일반영화
목소리의 형태,야마다 나오코,,(주)디스테이션,2017-05,일본,466.0,2141765014.0,272877.0,애니메이션,전체관람가,일반영화
바울,앤드류 하얏트,,(재)CBS,2018-10,미국,227.0,2138266900.0,272749.0,드라마,15세이상관람가,독립/예술영화
가루지기,신한솔,(주)프라임엔터테인먼트,(주)쇼박스,2008-04,한국,311.0,1777787000.0,272648.0,드라마,청소년관람불가,일반영화
짱구는 못말려 극장판: 태풍을 부르는 황금스파이 대작전,마스이 소이치,,롯데쇼핑㈜롯데엔터테인먼트,2012-04,일본,277.0,1804032000.0,272062.0,애니메이션,전체관람가,일반영화
요가학원,윤재연,오퍼스픽쳐스(유),(주)싸이더스,2009-08,한국,251.0,1947834107.0,271514.0,공포(호러),15세이상관람가,일반영화
울프맨,조 존스톤,유니버셜 픽쳐스,유니버설픽쳐스인터내셔널 코리아(유),2010-02,미국,266.0,2099396881.0,270683.0,공포(호러),청소년관람불가,일반영화
가비,장윤현,(주)오션필름,(주)시네마서비스,2012-03,한국,339.0,1969360500.0,270602.0,드라마,15세이상관람가,일반영화
롤러코스터,하정우,(주)판타지오픽쳐스,(주)씨제이이엔엠,2013-10,한국,374.0,1913087600.0,270148.0,코미디,15세이상관람가,일반영화
스페이스 침스:우주선을 찾아서,커크 드 미코,,(주)성원아이컴,2008-07,미국,175.0,1568757000.0,269947.0,애니메이션,전체관람가,일반영화
헨젤과 그레텔: 마녀 사냥꾼 3D,토미 위르콜라,,(주)씨제이이엔엠,2013-02,미국,297.0,2122205602.0,269510.0,액션,청소년관람불가,일반영화
상하이,미카엘 하프스트롬,,(주)넥스트엔터테인먼트월드(NEW),2011-01,미국,217.0,2039939000.0,269157.0,드라마,15세이상관람가,일반영화
모털 엔진,크리스찬 리버스,유니버셜 픽처스,유니버설픽쳐스인터내셔널 코리아(유),2018-12,미국,661.0,2329489119.0,268921.0,액션,12세이상관람가,일반영화
친구와 연인사이,이반 라이트만,드림웍스 픽처스,CJ ENM,2011-02,미국,183.0,2099697500.0,267843.0,코미디,청소년관람불가,일반영화
파이스토리 : 악당상어 소탕작전,마크 A.Z. 디페박태동,,(주)에스비에스콘텐츠허브,2013-01,미국,298.0,1807928000.0,267373.0,애니메이션,전체관람가,일반영화
19곰 테드,세스 맥팔레인,미디어 라이츠 캐피탈,유니버설픽쳐스인터내셔널 코리아(유),2012-09,미국,248.0,2034959293.0,266574.0,코미디,청소년관람불가,일반영화
백 투 더 비기닝,딘 이스라엘리트,인서지 픽처스,롯데쇼핑㈜롯데엔터테인먼트,2015-02,미국,423.0,2016298400.0,266389.0,SF,15세이상관람가,일반영화
저스틴,마누엘 시실라,,(주)넥스트엔터테인먼트월드(NEW),2013-12,스페인,332.0,1764086000.0,266253.0,애니메이션,전체관람가,일반영화
투모로우랜드,브래드 버드,월트 디즈니 픽쳐스,월트디즈니컴퍼니코리아(주),2015-05,미국,435.0,2082869000.0,265744.0,액션,12세이상관람가,일반영화
마이 뉴 파트너,김종현,케이엠컬쳐㈜,(주)엠플러스픽쳐스,2008-03,한국,220.0,1696902333.0,265323.0,액션,15세이상관람가,일반영화
극장판 도라에몽: 진구의 인어대해전,쿠스바 고조,TV 아사히토호 컴퍼니,CJ ENM,2010-07,일본,144.0,1769482593.0,264918.0,애니메이션,전체관람가,일반영화
나를 차버린 스파이,수잔나 포겔,이매진 엔터테인먼트,(주)누리픽쳐스,2018-08,미국,278.0,2346742100.0,264766.0,액션,15세이상관람가,일반영화
마야,알렉스 스타더만,,(주)박수엔터테인먼트,2014-09,독일,295.0,1927575700.0,262289.0,애니메이션,전체관람가,독립/예술영화
악질경찰,이정범,청년필름(주)다이스필름(주),워너브러더스 코리아(주),2019-03,한국,833.0,2256615278.0,262233.0,범죄,청소년관람불가,일반영화
